Round,Date,Team 1,Team 2,FT,HT
?,(Sat) Apr/26 1997 (16),Montpellier (34),Strasbourg (34),1-4,1-2
?,(Sat) Apr/26 1997 (16),Nantes (34),Caen (34),1-1,0-0
?,(Sun) Apr/27 1997 (16),Paris SG (34),Nice (34),5-0,1-0
?,(Tue) Apr/29 1997 (17),Caen (35),Montpellier (35),0-1,0-0
?,(Tue) Apr/29 1997 (17),Strasbourg (35),Monaco (35),0-2,0-0
?,(Wed) Apr/30 1997 (17),Auxerre (35),Guingamp (35),1-0,?
?,(Wed) Apr/30 1997 (17),Bastia (35),Le Havre (35),1-2,?
?,(Wed) Apr/30 1997 (17),Bordeaux (35),Lens (35),2-1,?
?,(Wed) Apr/30 1997 (17),Lille (35),Paris SG (35),0-1,0-1
?,(Wed) Apr/30 1997 (17),Marseille (35),Cannes (35),3-1,?
?,(Wed) Apr/30 1997 (17),Nancy (35),Nantes (35),1-3,?
?,(Wed) Apr/30 1997 (17),Nice (35),Lyon (35),0-1,?
?,(Wed) Apr/30 1997 (17),Rennes (35),Metz (35),1-3,?
?,(Sat) May/3 1997 (17),Auxerre (36),Rennes (36),4-1,2-0
?,(Sat) May/3 1997 (17),Guingamp (36),Nantes (36),0-0,0-0
?,(Sat) May/3 1997 (17),Le Havre (36),Nice (36),1-0,?
?,(Sat) May/3 1997 (17),Lens (36),Marseille (36),2-0,?
?,(Sat) May/3 1997 (17),Lyon (36),Lille (36),0-0,0-0
?,(Sat) May/3 1997 (17),Metz (36),Bastia (36),1-0,0-0
?,(Sat) May/3 1997 (17),Montpellier (36),Nancy (36),1-1,?
?,(Sat) May/3 1997 (17),Paris SG (36),Bordeaux (36),2-2,1-1
?,(Sun) May/4 1997 (17),Cannes (36),Strasbourg (36),2-2,?
?,(Sun) May/4 1997 (17),Monaco (36),Caen (36),2-2,0-0
?,(Sat) May/17 1997 (19),Bastia (37),Auxerre (37),2-1,0-1
?,(Sat) May/17 1997 (19),Bordeaux (37),Lyon (37),2-2,2-1
?,(Sat) May/17 1997 (19),Caen (37),Cannes (37),3-0,?
?,(Sat) May/17 1997 (19),Lille (37),Le Havre (37),2-2,?
?,(Sat) May/17 1997 (19),Marseille (37),Paris SG (37),1-0,1-0
?,(Sat) May/17 1997 (19),Nancy (37),Monaco (37),1-3,1-0
?,(Sat) May/17 1997 (19),Nantes (37),Montpellier (37),3-0,2-0
?,(Sat) May/17 1997 (19),Nice (37),Metz (37),3-0,2-0
?,(Sat) May/17 1997 (19),Rennes (37),Guingamp (37),1-1,?
?,(Sat) May/17 1997 (19),Strasbourg (37),Lens (37),1-0,0-0
?,(Sat) May/24 1997 (20),Auxerre (38),Nice (38),3-1,1-0
?,(Sat) May/24 1997 (20),Cannes (38),Nancy (38),0-1,0-0
?,(Sat) May/24 1997 (20),Le Havre (38),Bordeaux (38),1-2,0-2
?,(Sat) May/24 1997 (20),Lens (38),Caen (38),0-0,0-0
?,(Sat) May/24 1997 (20),Lyon (38),Marseille (38),8-0,7-0
?,(Sat) May/24 1997 (20),Metz (38),Lille (38),1-0,0-0
?,(Sat) May/24 1997 (20),Monaco (38),Nantes (38),2-1,0-1
?,(Sat) May/24 1997 (20),Montpellier (38),Guingamp (38),1-0,0-0
?,(Sat) May/24 1997 (20),Paris SG (38),Strasbourg (38),2-1,0-0
?,(Sat) May/24 1997 (20),Rennes (38),Bastia (38),1-3,0-2
